log_id,log_date,duration_minutes,total_calories_burned,average_heart_rate,trainee_feedback_rating,coach_notes,program_id,trainee_id
15660,2024-02-07,61.7,496,174.7,9,"Struggled with the last few sets, might need more recovery.",1,481
15661,2024-01-01,97.7,674,157.8,5,Needs to work on breathing technique during heavy lifts.,6,47
15662,2023-04-14,32.23,246,140.3,6,"Solid session, increased weights on main exercises.",3,429
15663,2023-12-29,30.26,226,118.0,10,Needs to work on breathing technique during heavy lifts.,6,57
15664,2023-01-09,117.93,721,179.4,7,Needs to work on breathing technique during heavy lifts.,3,261
15665,2024-02-06,111.93,1067,166.8,6,"Solid session, increased weights on main exercises.",1,43
15666,2024-02-21,75.85,483,140.2,9,"Struggled with the last few sets, might need more recovery.",8,351
15667,2023-11-02,76.34,386,129.3,4,"Good pace, kept heart rate in the target zone.",6,185
15668,2023-10-02,68.0,389,156.2,2,Excellent form throughout the entire workout.,5,87
15669,2023-01-15,82.48,726,114.5,10,"Solid session, increased weights on main exercises.",6,55
15670,2024-01-26,41.92,390,143.3,5,Felt a bit tired but completed the program.,5,467
15671,2023-12-03,31.28,173,183.8,8,"Standard workout, no special issues.",2,454
15672,2023-08-04,103.87,971,168.0,2,"Standard workout, no special issues.",1,193
15673,2023-01-06,119.85,650,146.1,5,Excellent form throughout the entire workout.,10,472
15674,2023-05-03,96.7,705,151.8,4,"Solid session, increased weights on main exercises.",1,2
15675,2024-02-18,67.33,595,123.6,9,Felt a bit tired but completed the program.,1,7
15676,2023-03-24,60.54,440,115.4,8,"Standard workout, no special issues.",5,122
15677,2023-02-09,102.64,804,145.9,9,Needs to work on breathing technique during heavy lifts.,1,474
15678,2023-10-28,111.51,1097,148.4,4,"Solid session, increased weights on main exercises.",4,319
15679,2023-08-04,30.03,191,141.1,8,Crushed the personal records today!,9,471
15680,2023-08-13,79.1,714,112.2,10,"Standard workout, no special issues.",1,209
15681,2023-03-26,36.07,320,159.5,6,"Solid session, increased weights on main exercises.",10,312
15682,2023-07-18,33.22,180,162.1,3,Crushed the personal records today!,9,95
15683,2023-07-14,42.33,273,179.8,3,"Great effort today, pushed through the fatigue.",9,325
15684,2023-01-08,50.29,359,152.0,9,Excellent form throughout the entire workout.,9,135
15685,2023-11-05,66.49,628,146.9,3,"Standard workout, no special issues.",10,465
15686,2023-08-16,108.21,543,150.2,10,"Standard workout, no special issues.",10,22
15687,2023-10-22,76.21,501,172.5,3,Crushed the personal records today!,5,387
15688,2023-10-05,40.87,246,110.4,5,"Solid session, increased weights on main exercises.",7,422
15689,2023-01-24,40.91,346,139.3,5,"Standard workout, no special issues.",9,68
15690,2023-07-04,84.63,775,155.2,6,Crushed the personal records today!,1,102
15691,2023-12-08,52.45,485,153.7,9,"A bit distracted, but finished the routine.",10,26
15692,2023-12-19,34.34,296,149.5,6,"Solid session, increased weights on main exercises.",5,1
15693,2023-06-18,30.46,301,130.7,7,"Good pace, kept heart rate in the target zone.",8,152
15694,2024-01-23,80.96,647,137.2,6,"Struggled with the last few sets, might need more recovery.",6,34
15695,2023-10-23,36.69,343,114.2,4,Excellent form throughout the entire workout.,1,90
15696,2023-06-11,52.87,524,121.6,10,"Struggled with the last few sets, might need more recovery.",10,171
15697,2023-05-16,61.59,506,130.1,9,Crushed the personal records today!,8,337
15698,2023-05-18,87.22,828,161.7,6,Felt a bit tired but completed the program.,1,435
15699,2023-11-17,33.36,224,130.0,1,"Solid session, increased weights on main exercises.",6,462
15700,2023-01-29,104.23,853,119.0,2,Excellent form throughout the entire workout.,2,148
15701,2023-01-27,108.79,1000,146.5,7,Felt a bit tired but completed the program.,4,323
15702,2023-04-29,71.87,554,151.8,6,Needs to work on breathing technique during heavy lifts.,6,134
15703,2023-01-09,106.18,955,150.7,6,"Standard workout, no special issues.",7,306
15704,2023-05-13,100.2,712,133.1,5,Needs to work on breathing technique during heavy lifts.,3,294
15705,2023-09-30,48.23,346,157.8,5,"Great effort today, pushed through the fatigue.",5,214
15706,2023-05-13,33.61,230,111.4,9,"A bit distracted, but finished the routine.",1,253
15707,2023-09-02,108.56,918,179.2,9,Felt a bit tired but completed the program.,4,181
15708,2023-04-03,35.73,189,160.3,5,"Good pace, kept heart rate in the target zone.",2,3
15709,2023-02-18,34.4,226,172.0,2,Excellent form throughout the entire workout.,7,75
15710,2023-04-08,67.76,601,128.9,3,"Good pace, kept heart rate in the target zone.",6,379
15711,2023-06-28,75.36,705,132.4,1,Excellent form throughout the entire workout.,2,459
15712,2023-05-06,102.42,849,169.5,6,"Great effort today, pushed through the fatigue.",7,320
15713,2023-01-28,72.97,510,159.0,8,Excellent form throughout the entire workout.,6,126
15714,2023-04-26,36.12,276,139.9,10,Needs to work on breathing technique during heavy lifts.,9,113
15715,2023-04-11,85.21,482,162.2,9,Needs to work on breathing technique during heavy lifts.,2,324
15716,2023-06-30,98.0,515,155.4,10,"Struggled with the last few sets, might need more recovery.",3,378
15717,2023-03-27,102.37,697,148.1,1,"Standard workout, no special issues.",5,199
15718,2023-12-04,77.41,649,134.6,8,Excellent form throughout the entire workout.,9,489
15719,2024-01-22,65.85,330,147.1,6,Needs to work on breathing technique during heavy lifts.,1,132
15720,2023-08-05,104.26,894,146.2,6,"Solid session, increased weights on main exercises.",7,286
15721,2023-06-14,44.23,376,141.8,7,"Standard workout, no special issues.",1,40
15722,2023-12-19,71.82,505,115.0,1,"Good pace, kept heart rate in the target zone.",7,378
15723,2023-07-24,59.52,581,125.0,3,Crushed the personal records today!,8,209
15724,2023-03-28,78.48,699,134.5,5,"Great effort today, pushed through the fatigue.",2,315
15725,2023-06-16,101.85,578,128.5,3,Needs to work on breathing technique during heavy lifts.,2,74
15726,2024-02-04,42.79,291,115.5,9,Needs to work on breathing technique during heavy lifts.,8,17
15727,2023-01-20,66.75,652,163.1,5,"Standard workout, no special issues.",6,159
15728,2024-01-14,50.17,442,156.5,1,Excellent form throughout the entire workout.,8,318
15729,2023-12-24,82.43,420,167.1,6,Crushed the personal records today!,4,262
15730,2023-12-19,44.84,260,141.6,5,Needs to work on breathing technique during heavy lifts.,2,168
15731,2023-06-23,30.83,244,146.4,9,"Good pace, kept heart rate in the target zone.",6,472
15732,2023-11-13,94.72,607,131.0,5,Felt a bit tired but completed the program.,8,73
15733,2024-02-12,72.84,374,146.4,7,"Great effort today, pushed through the fatigue.",6,46
15734,2023-02-01,97.42,682,154.9,2,"Solid session, increased weights on main exercises.",3,48
15735,2023-03-31,34.64,241,145.2,7,Excellent form throughout the entire workout.,7,65
15736,2023-03-23,35.35,330,154.9,1,"Solid session, increased weights on main exercises.",10,429
15737,2023-03-18,88.8,546,180.7,8,"Struggled with the last few sets, might need more recovery.",8,194
15738,2023-05-08,34.69,228,153.8,10,"Solid session, increased weights on main exercises.",7,85
15739,2023-11-19,82.37,529,123.3,10,"A bit distracted, but finished the routine.",8,356
15740,2023-01-16,104.49,946,161.7,9,"A bit distracted, but finished the routine.",1,58
15741,2023-02-18,76.28,491,112.0,4,"Great effort today, pushed through the fatigue.",9,72
15742,2023-10-22,47.62,433,156.1,5,Crushed the personal records today!,5,89
15743,2023-03-28,32.21,297,178.8,8,Needs to work on breathing technique during heavy lifts.,4,277
15744,2023-12-18,84.62,525,183.6,10,Needs to work on breathing technique during heavy lifts.,4,398
15745,2023-11-06,40.09,228,175.4,4,"Struggled with the last few sets, might need more recovery.",4,368
15746,2023-03-28,82.06,424,184.1,6,Crushed the personal records today!,9,187
15747,2023-04-23,43.52,409,182.2,5,"Standard workout, no special issues.",5,207
15748,2023-05-13,34.45,281,181.5,4,"Good pace, kept heart rate in the target zone.",5,330
15749,2024-02-05,56.23,372,139.9,3,"Good pace, kept heart rate in the target zone.",2,164
15750,2023-06-25,46.91,395,113.7,7,"Struggled with the last few sets, might need more recovery.",8,288
15751,2023-08-22,119.67,650,158.1,5,"Standard workout, no special issues.",3,188
15752,2023-08-23,72.99,643,111.5,9,"Good pace, kept heart rate in the target zone.",8,375
15753,2023-08-27,80.33,801,137.1,9,Crushed the personal records today!,10,335
15754,2023-10-20,115.79,1088,183.3,9,Felt a bit tired but completed the program.,6,338
15755,2023-10-31,65.44,517,182.5,1,Crushed the personal records today!,6,262
15756,2023-11-11,92.47,869,167.7,8,Crushed the personal records today!,6,490
15757,2023-12-09,90.13,682,122.6,5,"Standard workout, no special issues.",4,413
15758,2023-01-19,53.33,317,142.1,1,Felt a bit tired but completed the program.,8,420
15759,2023-10-29,108.16,777,117.7,8,Felt a bit tired but completed the program.,1,291
15760,2024-01-24,37.41,298,148.3,6,"Struggled with the last few sets, might need more recovery.",9,103
15761,2023-10-27,74.03,582,153.5,10,"Solid session, increased weights on main exercises.",8,63
15762,2023-09-25,96.1,678,120.1,10,"Great effort today, pushed through the fatigue.",10,251
15763,2023-03-18,84.69,551,150.4,7,"Good pace, kept heart rate in the target zone.",7,305
15764,2023-09-22,48.9,424,114.2,10,Felt a bit tired but completed the program.,10,303
15765,2023-12-18,78.42,663,111.8,5,"Standard workout, no special issues.",9,178
15766,2023-11-05,86.11,572,132.6,9,"Great effort today, pushed through the fatigue.",10,393
15767,2023-02-22,35.81,311,146.9,2,"Struggled with the last few sets, might need more recovery.",4,334
15768,2023-04-02,69.07,367,111.6,2,Excellent form throughout the entire workout.,4,208
15769,2023-02-05,76.57,521,111.4,9,"A bit distracted, but finished the routine.",2,42
15770,2024-02-15,117.39,895,150.3,5,Needs to work on breathing technique during heavy lifts.,7,118
15771,2023-12-31,89.87,643,158.4,8,Excellent form throughout the entire workout.,8,229
15772,2023-03-16,110.93,887,185.0,10,"Great effort today, pushed through the fatigue.",10,399
15773,2023-11-16,117.66,680,156.1,6,"Standard workout, no special issues.",9,370
15774,2023-10-02,51.56,375,137.5,7,"A bit distracted, but finished the routine.",4,418
15775,2023-03-24,65.74,409,152.6,4,Felt a bit tired but completed the program.,7,68
15776,2023-11-06,77.49,557,128.1,1,Felt a bit tired but completed the program.,1,136
15777,2023-12-26,91.46,787,133.8,2,"Great effort today, pushed through the fatigue.",1,307
15778,2023-07-08,94.71,896,176.0,5,"Standard workout, no special issues.",6,253
15779,2023-08-22,91.27,740,117.4,10,Needs to work on breathing technique during heavy lifts.,1,306
15780,2023-10-14,69.22,599,157.8,3,"A bit distracted, but finished the routine.",7,228
15781,2023-06-19,65.03,441,131.8,10,Crushed the personal records today!,7,281
15782,2023-12-23,69.23,664,172.5,9,"Solid session, increased weights on main exercises.",10,397
15783,2023-05-21,73.44,575,153.1,8,"A bit distracted, but finished the routine.",10,158
15784,2023-05-28,88.76,666,116.4,8,"Struggled with the last few sets, might need more recovery.",5,7
15785,2024-01-27,39.84,349,166.9,4,"Good pace, kept heart rate in the target zone.",1,388
15786,2023-01-19,112.07,1046,152.5,5,Crushed the personal records today!,1,127
15787,2023-02-23,106.42,929,146.8,9,Crushed the personal records today!,10,76
15788,2024-01-17,37.64,339,135.6,10,Crushed the personal records today!,7,440
15789,2023-06-18,105.62,554,113.1,5,"Solid session, increased weights on main exercises.",4,377
15790,2023-10-15,30.74,232,150.7,4,Felt a bit tired but completed the program.,7,205
15791,2023-01-31,59.3,340,143.0,6,"Struggled with the last few sets, might need more recovery.",2,362
15792,2023-11-29,84.88,845,167.8,2,Needs to work on breathing technique during heavy lifts.,10,224
15793,2023-02-06,34.47,342,117.8,9,Needs to work on breathing technique during heavy lifts.,5,105
15794,2023-06-22,107.22,955,126.9,1,"Standard workout, no special issues.",2,233
15795,2023-08-10,90.97,572,114.9,9,"A bit distracted, but finished the routine.",6,88
15796,2023-04-22,83.83,836,174.3,10,"A bit distracted, but finished the routine.",7,493
15797,2023-08-15,76.12,619,111.3,3,"A bit distracted, but finished the routine.",10,92
15798,2023-06-11,44.94,343,151.7,4,"Solid session, increased weights on main exercises.",1,487
15799,2023-02-13,106.99,568,161.9,6,"Good pace, kept heart rate in the target zone.",8,432
15800,2023-11-21,38.67,350,134.1,5,Excellent form throughout the entire workout.,10,98
15801,2023-10-21,99.77,600,170.6,7,"A bit distracted, but finished the routine.",3,383
15802,2023-05-25,40.16,335,163.6,8,"Good pace, kept heart rate in the target zone.",8,482
15803,2024-01-20,90.9,627,127.8,1,"Good pace, kept heart rate in the target zone.",2,248
15804,2023-03-03,34.66,178,113.3,5,Crushed the personal records today!,8,112
15805,2023-04-18,119.03,929,111.2,10,Felt a bit tired but completed the program.,4,114
15806,2024-02-06,115.81,867,182.8,6,"Good pace, kept heart rate in the target zone.",4,20
15807,2023-08-07,99.31,618,138.4,2,"Struggled with the last few sets, might need more recovery.",5,350
15808,2023-01-26,107.21,725,124.6,5,"Great effort today, pushed through the fatigue.",3,236
15809,2023-02-10,113.69,930,136.0,10,Crushed the personal records today!,1,68
15810,2023-09-05,97.87,600,151.4,1,"Standard workout, no special issues.",7,284
15811,2023-12-31,78.45,499,135.0,2,"Good pace, kept heart rate in the target zone.",9,45
15812,2023-02-03,115.3,945,136.4,8,Felt a bit tired but completed the program.,2,494
15813,2023-04-24,72.04,489,155.8,7,Crushed the personal records today!,1,479
15814,2024-02-11,97.19,597,175.8,10,Excellent form throughout the entire workout.,3,362
15815,2023-06-16,83.96,689,112.4,1,Crushed the personal records today!,9,386
15816,2023-05-25,95.01,588,144.8,4,"A bit distracted, but finished the routine.",3,153
15817,2023-10-07,90.75,548,160.0,3,"Standard workout, no special issues.",4,410
15818,2023-11-29,58.82,334,124.2,3,Excellent form throughout the entire workout.,9,497
15819,2023-09-19,114.15,987,139.8,10,"Great effort today, pushed through the fatigue.",6,239
15820,2023-02-19,101.17,872,144.2,6,"Standard workout, no special issues.",9,489
15821,2023-03-17,98.35,765,140.9,9,Excellent form throughout the entire workout.,6,36
15822,2023-03-16,107.94,763,142.5,4,"Solid session, increased weights on main exercises.",7,251
15823,2023-12-20,37.47,355,122.3,1,"Standard workout, no special issues.",9,147
15824,2023-08-29,40.57,272,114.2,2,"Struggled with the last few sets, might need more recovery.",6,350
15825,2023-02-09,41.31,316,127.0,4,"Standard workout, no special issues.",9,376
15826,2023-11-28,109.02,831,140.6,7,"Great effort today, pushed through the fatigue.",2,354
15827,2023-12-09,60.05,461,116.4,10,Crushed the personal records today!,9,178
15828,2023-12-10,118.88,800,138.2,1,Felt a bit tired but completed the program.,6,132
15829,2023-12-29,48.65,284,148.9,5,"Standard workout, no special issues.",3,6
15830,2023-04-06,101.54,818,167.4,5,"Solid session, increased weights on main exercises.",6,446
15831,2024-01-31,40.15,220,173.2,2,Felt a bit tired but completed the program.,10,368
